country,country_iso3,category,variable,source,raw_value,normalized_score,weight,primary
Afghanistan,AFG,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,154.25,0.0,0.25,False
Afghanistan,AFG,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,1.721,17.21,0.45,True
Albania,ALB,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,75.5,53.4887,0.25,False
Albania,ALB,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.304,53.04,0.45,True
Algeria,DZA,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,110.5,27.5862,0.25,False
Algeria,DZA,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.364,53.64,0.45,True
Andorra,AND,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,3.853500000000001,38.535,0.3,True
Angola,AGO,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,141.75,4.4589,0.25,False
Argentina,ARG,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.553636363636364,55.5364,0.3,True
Argentina,ARG,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,70.75,57.004,0.25,False
Argentina,ARG,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.188,61.88,0.45,True
Armenia,ARM,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.887090909090909,58.8709,0.3,True
Armenia,ARM,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,75.75,53.3037,0.25,False
Armenia,ARM,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.455,54.55,0.45,True
Australia,AUS,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.220810606060607,62.2081,0.3,True
Australia,AUS,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,18.0,96.0428,0.25,False
Australia,AUS,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,7.057,70.57,0.45,True
Austria,AUT,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.4477121212121205,64.4771,0.3,True
Austria,AUT,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,16.75,96.9679,0.25,False
Austria,AUT,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.905,69.05,0.45,True
Azerbaijan,AZE,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.206522727272726,52.0652,0.3,True
Azerbaijan,AZE,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,92.94,40.5818,0.25,False
Azerbaijan,AZE,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,4.893,48.93,0.45,True
Bahrain,BHR,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,73.81,54.7394,0.25,False
Bahrain,BHR,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.959,59.59,0.45,True
Bangladesh,BGD,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,120.75,20.0004,0.25,False
Bangladesh,BGD,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,3.886,38.86,0.45,True
Belarus,BLR,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.2023560606060615,62.0236,0.3,True
Belarus,BLR,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,83.75,47.3831,0.25,False
Belgium,BEL,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.188030303030303,61.8803,0.3,True
Belgium,BEL,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,20.42,94.2519,0.25,False
Belgium,BEL,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.894,68.94,0.45,True
Belize,BLZ,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,3.0875,30.875,0.3,True
Benin,BEN,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,115.06,24.2115,0.25,False
Benin,BEN,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,4.377,43.77,0.45,True
Bolivia,BOL,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,3.3569318181818177,33.5693,0.3,True
Bolivia,BOL,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,104.25,32.2116,0.25,False
Bolivia,BOL,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.784,57.84,0.45,True
Bosnia and Herzegovina,BIH,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.3593787878787875,53.5938,0.3,True
Bosnia and Herzegovina,BIH,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,86.25,45.5329,0.25,False
Bosnia and Herzegovina,BIH,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.877,58.77,0.45,True
Botswana,BWA,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,87.75,44.4228,0.25,False
Botswana,BWA,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,3.383,33.83,0.45,True
Brazil,BRA,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.354818181818182,53.5482,0.3,True
Brazil,BRA,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,76.75,52.5636,0.25,False
Brazil,BRA,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.272,62.72,0.45,True
Bulgaria,BGR,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.785901515151516,57.859,0.3,True
Bulgaria,BGR,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,56.47,67.5723,0.25,False
Bulgaria,BGR,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.463,54.63,0.45,True
Burkina Faso,BFA,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,124.06,17.5508,0.25,False
Burkina Faso,BFA,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,4.548,45.48,0.45,True
Burundi,BDI,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,143.75,2.9788,0.25,False
Cambodia,KHM,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,4.755886363636363,47.5589,0.3,True
Cambodia,KHM,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,115.06,24.2115,0.25,False
Cambodia,KHM,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,4.341,43.41,0.45,True
Cameroon,CMR,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,132.38,11.3934,0.25,False
Cameroon,CMR,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,4.874,48.74,0.45,True
Canada,CAN,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.549060606060606,65.4906,0.3,True
Canada,CAN,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,17.42,96.4721,0.25,False
Canada,CAN,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.9,69.0,0.45,True
Central African Republic,CAF,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,150.38,0.0,0.25,False
Chad,TCD,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,150.75,0.0,0.25,False
Chad,TCD,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,4.471,44.71,0.45,True
Chile,CHL,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.6155454545454555,56.1555,0.3,True
Chile,CHL,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,42.38,77.9999,0.25,False
Chile,CHL,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.36,63.6,0.45,True
China,CHN,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.508481060606061,55.0848,0.3,True
China,CHN,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,64.0,61.9995,0.25,False
China,CHN,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.973,59.73,0.45,True
Colombia,COL,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.071935606060605,60.7194,0.3,True
Colombia,COL,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,78.5,51.2685,0.25,False
Colombia,COL,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.695,56.95,0.45,True
Comoros,COM,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,119.75,20.7405,0.25,False
Comoros,COM,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,3.566,35.66,0.45,True
Costa Rica,CRI,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.426128787878787,54.2613,0.3,True
Costa Rica,CRI,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,41.59,78.5845,0.25,False
Costa Rica,CRI,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.955,69.55,0.45,True
Croatia,HRV,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.145272727272727,61.4527,0.3,True
Croatia,HRV,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,49.84,72.4789,0.25,False
Croatia,HRV,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.942,59.42,0.45,True
Cuba,CUB,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.117901515151515,51.179,0.3,True
Cuba,CUB,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,97.94,36.8815,0.25,False
Cyprus,CYP,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.256378787878787,52.5638,0.3,True
Cyprus,CYP,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,38.16,81.123,0.25,False
Cyprus,CYP,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.068,60.68,0.45,True
Czechia,CZE,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.660166666666667,66.6017,0.3,True
Czechia,CZE,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,28.19,88.5015,0.25,False
Czechia,CZE,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.822,68.22,0.45,True
Democratic Republic of the Congo,COD,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,3.295,32.95,0.45,True
Denmark,DNK,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.504609848484849,65.0461,0.3,True
Denmark,DNK,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,6.0,100.0,0.25,False
Denmark,DNK,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,7.583,75.83,0.45,True
District of Columbia,,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.284568181818181,52.8457,0.3,True
Djibouti,DJI,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,118.75,21.4806,0.25,False
Dominican Republic,DOM,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.064409090909091,50.6441,0.3,True
Dominican Republic,DOM,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,76.69,52.608,0.25,False
Dominican Republic,DOM,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.823,58.23,0.45,True
Ecuador,ECU,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.535007575757574,55.3501,0.3,True
Ecuador,ECU,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,87.25,44.7929,0.25,False
Ecuador,ECU,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.725,57.25,0.45,True
Egypt,EGY,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,4.291454545454545,42.9145,0.3,True
Egypt,EGY,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,119.19,21.155,0.25,False
Egypt,EGY,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,3.977,39.77,0.45,True
El Salvador,SLV,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,4.172719696969697,41.7272,0.3,True
El Salvador,SLV,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,98.94,36.1414,0.25,False
El Salvador,SLV,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.469,64.69,0.45,True
Equatorial Guinea,GNQ,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,119.62,20.8367,0.25,False
Eritrea,ERI,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,151.38,0.0,0.25,False
Estonia,EST,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.665219696969697,66.6522,0.3,True
Estonia,EST,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,23.23,92.1723,0.25,False
Estonia,EST,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.448,64.48,0.45,True
Eswatini,SWZ,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,129.88,13.2436,0.25,False
Eswatini,SWZ,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,3.502,35.02,0.45,True
Ethiopia,ETH,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,132.88,11.0234,0.25,False
Ethiopia,ETH,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,3.861,38.61,0.45,True
Finland,FIN,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.314318181818182,63.1432,0.3,True
Finland,FIN,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,8.0,100.0,0.25,False
Finland,FIN,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,7.741,77.41,0.45,True
France,FRA,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.740803030303031,57.408,0.3,True
France,FRA,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,24.5,91.2324,0.25,False
France,FRA,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.609,66.09,0.45,True
Gabon,GAB,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,119.69,20.7849,0.25,False
Gabon,GAB,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.106,51.06,0.45,True
Gambia,GMB,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,4.485,44.85,0.45,True
Georgia,GEO,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,73.44,55.0132,0.25,False
Georgia,GEO,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.185,51.85,0.45,True
Germany,DEU,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.199833333333334,61.9983,0.3,True
Germany,DEU,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,12.66,99.9948,0.25,False
Germany,DEU,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.719,67.19,0.45,True
Ghana,GHA,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,96.25,38.1322,0.25,False
Ghana,GHA,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,4.289,42.89,0.45,True
Gibraltar,,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,3.124575757575758,31.2458,0.3,True
Greece,GRC,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.744431818181818,57.4443,0.3,True
Greece,GRC,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,48.75,73.2856,0.25,False
Greece,GRC,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.934,59.34,0.45,True
Guatemala,GTM,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,4.946719696969697,49.4672,0.3,True
Guatemala,GTM,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,98.75,36.282,0.25,False
Guatemala,GTM,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.287,62.87,0.45,True
Guinea,GIN,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,125.75,16.3001,0.25,False
Guinea,GIN,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.023,50.23,0.45,True
Guyana,GUY,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,88.25,44.0528,0.25,False
Haiti,HTI,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,145.25,1.8687,0.25,False
Honduras,HND,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,99.25,35.912,0.25,False
Honduras,HND,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.968,59.68,0.45,True
Hong Kong,HKG,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.039295454545456,60.393,0.3,True
Hong Kong,HKG,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,24.81,91.0029,0.25,False
Hong Kong S.A.R. of China,,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.316,53.16,0.45,True
Hungary,HUN,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.5237727272727275,65.2377,0.3,True
Hungary,HUN,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,52.0,70.8804,0.25,False
Hungary,HUN,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,6.017,60.17,0.45,True
Iceland,ISL,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.873022727272727,58.7302,0.3,True
Iceland,ISL,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,12.59,100.0,0.25,False
Iceland,ISL,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,7.525,75.25,0.45,True
India,IND,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.0526212121212115,50.5262,0.3,True
India,IND,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,101.19,34.4763,0.25,False
India,IND,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,4.054,40.54,0.45,True
Indonesia,IDN,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,4.888795454545454,48.888,0.3,True
Indonesia,IDN,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,72.0,56.079,0.25,False
Indonesia,IDN,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.568,55.68,0.45,True
Iran,IRN,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,5.015257575757576,50.1526,0.3,True
Iran,IRN,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,122.38,18.7941,0.25,False
Iran,IRN,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,4.923,49.23,0.45,True
Iraq,IRQ,calidad_de_vida_y_bienestar,global_prosperity_average_rank_inverted,2023-global-prosperity-index-w-region-politics/global_prosperity_regions_politics.csv,128.5,14.2649,0.25,False
Iraq,IRQ,calidad_de_vida_y_bienestar,world_happiness_ladder_score_2024,world-happiness-2024/World-happiness-report-2024.csv,5.166,51.66,0.45,True
Ireland,IRL,calidad_de_vida_y_bienestar,city_quality_of_life_composite,city-quality-of-life-dataset/uaScoresDataFrame.csv,6.2153409090909095,62.1534,0.3,True
