country,country_iso3,category,available_weight,total_category_weight,coverage_ratio,variable_count,has_primary_source,category_score,reason
Sweden,SWE,salud_publica,1.0,1.0,1.0,8,False,90.98,ok
Switzerland,CHE,salud_publica,1.0,1.0,1.0,8,False,93.6,ok
Syria,SYR,salud_publica,1.0,1.0,1.0,8,False,59.83,ok
Taiwan,TWN,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Tajikistan,TJK,salud_publica,1.0,1.0,1.0,8,False,69.11,ok
Tanzania,TZA,salud_publica,1.0,1.0,1.0,8,False,29.18,ok
Thailand,THA,salud_publica,1.0,1.0,1.0,8,False,75.84,ok
Timor-Leste,TLS,salud_publica,1.0,1.0,1.0,8,False,40.95,ok
Togo,TGO,salud_publica,1.0,1.0,1.0,8,False,24.93,ok
Tonga,TON,salud_publica,1.0,1.0,1.0,8,False,70.26,ok
Trinidad and Tobago,TTO,salud_publica,1.0,1.0,1.0,8,False,75.81,ok
Tunisia,TUN,salud_publica,1.0,1.0,1.0,8,False,76.27,ok
Turkey,TUR,salud_publica,1.0,1.0,1.0,8,False,81.52,ok
Turkmenistan,TKM,salud_publica,1.0,1.0,1.0,8,False,67.26,ok
Tuvalu,TUV,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Uganda,UGA,salud_publica,1.0,1.0,1.0,8,False,28.5,ok
Ukraine,UKR,salud_publica,1.0,1.0,1.0,8,False,70.86,ok
United Arab Emirates,ARE,salud_publica,1.0,1.0,1.0,8,False,82.55,ok
United Kingdom,GBR,salud_publica,1.0,1.0,1.0,8,False,88.42,ok
United States,USA,salud_publica,1.0,1.0,1.0,8,False,85.81,ok
Uruguay,URY,salud_publica,1.0,1.0,1.0,8,False,82.0,ok
Uzbekistan,UZB,salud_publica,1.0,1.0,1.0,8,False,75.39,ok
Vanuatu,VUT,salud_publica,1.0,1.0,1.0,8,False,50.5,ok
Vatican,VAT,salud_publica,0.0,1.0,0.0,0,False,-1.0,no_data
Venezuela,VEN,salud_publica,0.9,1.0,0.9,7,False,61.03,ok
Vietnam,VNM,salud_publica,1.0,1.0,1.0,8,False,67.15,ok
Yemen,YEM,salud_publica,1.0,1.0,1.0,8,False,37.19,ok
Zambia,ZMB,salud_publica,1.0,1.0,1.0,8,False,27.79,ok
Zimbabwe,ZWE,salud_publica,1.0,1.0,1.0,8,False,32.13,ok
Afghanistan,AFG,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,16.16,ok
Albania,ALB,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,59.8,ok
Algeria,DZA,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,51.16,ok
Andorra,AND,seguridad_y_criminalidad,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Angola,AGO,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Antigua and Barbuda,ATG,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Argentina,ARG,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,45.02,ok
Armenia,ARM,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,77.45,ok
Aruba,ABW,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Australia,AUS,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,62.97,ok
Austria,AUT,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,79.91,ok
Azerbaijan,AZE,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,68.4,ok
Bahamas,BHS,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Bahrain,BHR,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Bangladesh,BGD,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,31.75,ok
Barbados,BRB,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Belarus,BLR,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,56.69,ok
Belgium,BEL,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,61.34,ok
Belize,BLZ,seguridad_y_criminalidad,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Benin,BEN,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Bhutan,BTN,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Bolivia,BOL,seguridad_y_criminalidad,0.4,1.0,0.4,2,False,57.15,ok
Bosnia and Herzegovina,BIH,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,64.99,ok
Bosnia-Herzegovina,BIH,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Botswana,BWA,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Brazil,BRA,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,34.33,ok
Brunei,BRN,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Bulgaria,BGR,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,65.43,ok
Burkina Faso,BFA,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Burundi,BDI,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Cambodia,KHM,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,49.35,ok
Cameroon,CMR,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Canada,CAN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,66.11,ok
Cape Verde,CPV,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Central African Republic,CAF,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Chad,TCD,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Chile,CHL,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,48.9,ok
China,CHN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,67.29,ok
Colombia,COL,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,37.74,ok
Comoros,COM,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Congo-Brazzaville,COG,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Costa Rica,CRI,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,54.5,ok
Croatia,HRV,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,79.19,ok
Cuba,CUB,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,67.96,ok
Cyprus,CYP,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,72.8,ok
Czechia,CZE,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,80.98,ok
Côte d'Ivoire,CIV,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Democratic Republic of the Congo,COD,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Denmark,DNK,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,83.07,ok
Djibouti,DJI,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Dominica,DMA,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Dominican Republic,DOM,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,39.2,ok
East Timor,TLS,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Ecuador,ECU,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,47.62,ok
Egypt,EGY,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,50.26,ok
El Salvador,SLV,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,37.14,ok
Equatorial Guinea,GNQ,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Eritrea,ERI,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Estonia,EST,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,82.96,ok
Eswatini,SWZ,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Ethiopia,ETH,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,41.65,ok
Fiji,FJI,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Finland,FIN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,81.31,ok
France,FRA,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,56.66,ok
Gabon,GAB,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Gambia,GMB,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Georgia,GEO,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Germany,DEU,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,67.97,ok
Ghana,GHA,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Greece,GRC,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,58.18,ok
Grenada,GRD,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Guatemala,GTM,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,41.33,ok
Guinea,GIN,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Guinea-Bissau,GNB,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Guyana,GUY,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Haiti,HTI,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Honduras,HND,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,19.53,ok
Hong Kong,HKG,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,84.86,ok
Hungary,HUN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,72.13,ok
Iceland,ISL,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,82.36,ok
India,IND,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,55.67,ok
Indonesia,IDN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,57.52,ok
Iran,IRN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,46.29,ok
Iraq,IRQ,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,32.88,ok
Ireland,IRL,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,73.29,ok
Israel,ISR,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,64.33,ok
Italy,ITA,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,61.81,ok
Ivory Coast,CIV,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Jamaica,JAM,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,35.14,ok
Japan,JPN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,82.69,ok
Jordan,JOR,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,60.31,ok
Kazakhstan,KAZ,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,56.92,ok
Kenya,KEN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,40.78,ok
Kiribati,KIR,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Kosovo,XKX,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Kuwait,KWT,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,70.13,ok
Kyrgyzstan,KGZ,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Laos,LAO,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Latvia,LVA,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,68.83,ok
Lebanon,LBN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,52.35,ok
Lesotho,LSO,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Liberia,LBR,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Libya,LBY,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,30.0,ok
Liechtenstein,LIE,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Lithuania,LTU,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,75.84,ok
Luxembourg,LUX,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,79.35,ok
Macao,MAC,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Madagascar,MDG,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Malawi,MWI,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Malaysia,MYS,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,50.38,ok
Maldives,MDV,seguridad_y_criminalidad,0.6,1.0,0.6,1,True,37.4,ok
Mali,MLI,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Malta,MLT,seguridad_y_criminalidad,0.4,1.0,0.4,2,False,88.94,ok
Marshall Islands,MHL,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Mauritania,MRT,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Mauritius,MUS,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Mexico,MEX,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,43.33,ok
Micronesia,FSM,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Moldova,MDA,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,61.95,ok
Monaco,MCO,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Mongolia,MNG,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,49.42,ok
Montenegro,MNE,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Morocco,MAR,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,59.67,ok
Morocco / Western Sahara,MAR,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Mozambique,MOZ,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Myanmar,MMR,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Namibia,NAM,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,37.68,ok
Nauru,NRU,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Nepal,NPL,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,65.55,ok
Netherlands,NLD,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,82.9,ok
New Zealand,NZL,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,63.98,ok
Nicaragua,NIC,seguridad_y_criminalidad,0.4,1.0,0.4,2,False,61.01,ok
Niger,NER,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Nigeria,NGA,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,35.01,ok
North Korea,PRK,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
North Macedonia,MKD,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,60.49,ok
Northern Cyprus,CTU,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Norway,NOR,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,78.1,ok
OECS,CSS,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Oman,OMN,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,79.86,ok
Pakistan,PAK,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,46.71,ok
Palau,PLW,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Palestinian Territories,PSE,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Panama,PAN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,59.86,ok
Papua New Guinea,PNG,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,21.53,ok
Paraguay,PRY,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,55.9,ok
Peru,PER,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,37.68,ok
Philippines,PHL,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,49.29,ok
Poland,POL,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,77.88,ok
Portugal,PRT,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,72.12,ok
Puerto Rico,PRI,seguridad_y_criminalidad,0.85,1.0,0.85,2,True,37.37,ok
Qatar,QAT,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,88.69,ok
Republic of the Congo,COG,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Romania,ROU,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,78.51,ok
Russia,RUS,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,57.2,ok
Rwanda,RWA,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Saint Kitts and Nevis,KNA,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Saint Lucia,LCA,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Saint Vincent and the Grenadines,VCT,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Samoa,WSM,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
San Marino,SMR,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Sao Tome and Principe,STP,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Saudi Arabia,SAU,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,68.57,ok
Senegal,SEN,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Serbia,SRB,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,64.66,ok
Seychelles,SYC,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Sierra Leone,SLE,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Singapore,SGP,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,82.41,ok
Slovakia,SVK,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,76.96,ok
Slovenia,SVN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,83.89,ok
Solomon Islands,SLB,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Somalia,SOM,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
South Africa,ZAF,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,26.93,ok
South Korea,KOR,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,78.2,ok
South Sudan,SSD,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Spain,ESP,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,74.48,ok
Sri Lanka,LKA,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,49.97,ok
Sudan,SDN,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Suriname,SUR,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Sweden,SWE,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,64.91,ok
Switzerland,CHE,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,83.91,ok
Syria,SYR,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,24.0,ok
Taiwan,TWN,seguridad_y_criminalidad,0.85,1.0,0.85,2,True,87.99,ok
Tajikistan,TJK,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Tanzania,TZA,seguridad_y_criminalidad,0.4,1.0,0.4,2,False,51.56,ok
Thailand,THA,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,57.45,ok
Timor-Leste,TLS,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Togo,TGO,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Tonga,TON,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Trinidad and Tobago,TTO,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Tunisia,TUN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,55.7,ok
Turkey,TUR,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,60.87,ok
Turkmenistan,TKM,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Tuvalu,TUV,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Uganda,UGA,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Ukraine,UKR,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,52.43,ok
United Arab Emirates,ARE,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,84.45,ok
United Kingdom,GBR,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,66.02,ok
United States,USA,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,50.25,ok
Uruguay,URY,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,52.8,ok
Uzbekistan,UZB,seguridad_y_criminalidad,0.4,1.0,0.4,2,False,82.25,ok
Vanuatu,VUT,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Vatican,VAT,seguridad_y_criminalidad,0.0,1.0,0.0,0,False,-1.0,no_data
Venezuela,VEN,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,23.61,ok
Vietnam,VNM,seguridad_y_criminalidad,1.0,1.0,1.0,3,True,57.49,ok
Yemen,YEM,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Zambia,ZMB,seguridad_y_criminalidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Zimbabwe,ZWE,seguridad_y_criminalidad,0.75,1.0,0.75,2,True,38.01,ok
Afghanistan,AFG,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,100.0,ok
Albania,ALB,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,50.16,ok
Algeria,DZA,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,91.58,ok
Andorra,AND,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,62.88,ok
Angola,AGO,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,100.0,ok
Antigua and Barbuda,ATG,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,65.98,ok
Argentina,ARG,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,69.34,ok
Armenia,ARM,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,64.22,ok
Aruba,ABW,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,54.31,ok
Australia,AUS,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,60.74,ok
Austria,AUT,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,56.49,ok
Azerbaijan,AZE,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,73.77,ok
Bahamas,BHS,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,68.48,ok
Bahrain,BHR,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,68.07,ok
Bangladesh,BGD,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,95.24,ok
Barbados,BRB,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,55.89,ok
Belarus,BLR,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,52.12,ok
Belgium,BEL,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,69.34,ok
Belize,BLZ,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,68.77,ok
Benin,BEN,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,89.69,ok
Bhutan,BTN,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,78.56,ok
Bolivia,BOL,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,73.98,ok
Bosnia and Herzegovina,BIH,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,66.51,ok
Bosnia-Herzegovina,BIH,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Botswana,BWA,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,77.65,ok
Brazil,BRA,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,68.82,ok
Brunei,BRN,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,75.92,ok
Bulgaria,BGR,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,41.92,ok
Burkina Faso,BFA,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,82.56,ok
Burundi,BDI,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,69.61,ok
Cambodia,KHM,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,73.81,ok
Cameroon,CMR,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,86.21,ok
Canada,CAN,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,66.39,ok
Cape Verde,CPV,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,78.55,ok
Central African Republic,CAF,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Chad,TCD,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,82.9,ok
Chile,CHL,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,65.53,ok
China,CHN,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,48.14,ok
Colombia,COL,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,79.71,ok
Comoros,COM,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Congo-Brazzaville,COG,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Costa Rica,CRI,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,77.14,ok
Croatia,HRV,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,56.43,ok
Cuba,CUB,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,96.58,ok
Cyprus,CYP,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,76.94,ok
Czechia,CZE,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,43.63,ok
Côte d'Ivoire,CIV,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Democratic Republic of the Congo,COD,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Denmark,DNK,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,43.38,ok
Djibouti,DJI,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,51.36,ok
Dominica,DMA,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,76.49,ok
Dominican Republic,DOM,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,89.77,ok
East Timor,TLS,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Ecuador,ECU,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,84.14,ok
Egypt,EGY,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,86.93,ok
El Salvador,SLV,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,79.4,ok
Equatorial Guinea,GNQ,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,100.0,ok
Eritrea,ERI,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Estonia,EST,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,47.81,ok
Eswatini,SWZ,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,91.17,ok
